#{"t_start": 1628130611.9771528, "env_id": null}
r,l,t
4049.0,501,1494.309714
2273.0,501,1496.124008
2600.0,501,1498.060551
2127.5,501,1499.933016
1706.0,501,1501.835679
2549.0,501,1503.800146
2687.5,501,1505.716064
2966.5,501,1507.566905
2908.5,501,1509.542085
2792.0,501,1511.535393
2666.0,501,1513.363537
1730.5,501,1515.241866
2055.5,501,1517.160569
2200.0,501,1519.002575
3077.0,501,1520.933504
2894.5,501,1522.817913
2967.0,501,1524.708671
1931.0,501,1526.572926
2572.5,501,1528.551764
2994.0,501,1530.439139
2700.5,501,1532.319869
3231.0,501,1534.224846
2324.5,501,1536.101273
2067.5,501,1538.055174
3434.0,501,1540.022233
3224.0,501,1541.854156
4738.5,501,1543.758684
3886.0,501,1545.686126
5450.5,501,1547.52612
2085.0,501,1549.379711
2027.0,501,1551.2656
4137.0,501,1553.149342
3482.5,501,1555.085556
2821.5,501,1556.99577
1799.0,501,1558.8399
2880.0,501,1560.811248
3080.0,501,1562.728497
2433.5,501,1564.603072
2962.0,501,1566.535568
4290.5,501,1568.408826
1663.0,501,1570.348949
2180.0,501,1572.282691
2966.0,501,1574.130512
1958.5,501,1576.056748
3006.0,501,1577.995159
2155.0,501,1579.836047
5420.0,501,1581.780207
2772.5,501,1583.664452
2054.0,501,1585.567647
3633.5,501,1587.415514
1825.0,501,1589.317098
2624.0,501,1591.154907
4260.5,501,1593.077102
4079.0,501,1594.982548
6483.0,501,1596.836112
5791.5,501,1598.695204
3024.0,501,1600.5491
2680.0,501,1602.447213
3305.0,501,1604.383373
2223.0,501,1606.206354
3027.0,501,1608.107817
2331.0,501,1610.007174
1880.0,501,1611.911189
5149.5,501,1613.758945
3363.5,501,1615.687822
4470.5,501,1617.594177
5404.5,501,1619.51517
3165.0,501,1621.428673
4943.5,501,1623.335167
2932.5,501,1625.224712
2955.0,501,1627.14541
5394.0,501,1629.061515
3508.5,501,1630.955164
4837.5,501,1632.807627
5721.0,501,1634.739223
3840.5,501,1636.639795
6024.0,501,1638.569784
5007.0,501,1640.468385
3100.5,501,1642.330532
4598.0,501,1644.16312
4391.0,501,1646.053411
5325.0,501,1647.993781
4863.0,501,1649.888365
3835.5,501,1651.747397
3222.0,501,1653.66839
2604.0,501,1655.534889
3111.0,501,1657.439844
3180.0,501,1659.391922
4125.0,501,1661.328207
4533.0,501,1663.142842
4500.0,501,1665.078553
5604.0,501,1667.043859
5710.5,501,1668.962849
3631.5,501,1670.816402
5236.5,501,1672.690652
4206.0,501,1674.56917
3393.0,501,1676.533262
3840.0,501,1678.413026
4986.0,501,1680.28068
2793.0,501,1682.116975
6118.5,501,1683.992044
2868.0,501,1685.969413
6211.5,501,1687.847901
2604.0,501,1689.690588
5719.5,501,1691.538665
2202.0,501,1693.378827
5482.5,501,1695.213715
2832.0,501,1697.035929
2959.5,501,1698.905182
2475.0,501,1700.783595
2436.0,501,1702.674913
2968.5,501,1704.586344
4905.0,501,1706.408993
3310.5,501,1708.297205
3594.0,501,1710.193684
2749.5,501,1712.1553
3225.0,501,1714.08782
3240.0,501,1716.026783
3210.0,501,1717.983527
2364.0,501,1719.934023
4879.5,501,1721.918184
3732.0,501,1723.842878
2782.5,501,1725.693045
2665.5,501,1727.538306
4191.0,501,1729.454094
2658.0,501,1731.33915
2947.5,501,1733.236112
3231.0,501,1735.091303
3883.5,501,1737.006027
2685.0,501,1738.941267
3936.0,501,1740.83429
2779.5,501,1742.750102
2709.0,501,1744.668277
5202.0,501,1746.53387
2797.5,501,1748.421692
3226.5,501,1750.327187
2359.5,501,1752.234841
3177.0,501,1754.163378
3927.0,501,1756.016139
2863.5,501,1757.959944
2590.5,501,1759.885058
3495.0,501,1761.807321
3703.5,501,1763.739823
3280.5,501,1765.690747
1996.5,501,1767.612408
2404.5,501,1769.517806
2907.0,501,1771.454912
2445.0,501,1773.413005
2506.5,501,1775.351501
3240.0,501,1777.250309
2599.5,501,1779.156707
4362.0,501,1781.11112
3721.5,501,1783.013078
3730.5,501,1784.976459
2409.0,501,1786.917091
2682.0,501,1788.813076
3196.5,501,1790.764997
3423.0,501,1792.682797
3723.0,501,1794.562038
3048.0,501,1796.439975
3967.5,501,1798.35785
4579.5,501,1800.203584
6724.5,501,1802.16226
2511.5,501,1804.06322
3345.0,501,1805.957589
5487.0,501,1807.829205
3178.5,501,1809.777454
2850.0,501,1811.754469
1999.5,501,1813.596723
3318.0,501,1815.480217
2901.0,501,1817.352814
5919.0,501,1819.245503
2350.5,501,1821.113933
6144.0,501,1822.986904
3027.0,501,1824.874027
4453.5,501,1826.772281
2847.0,501,1828.67113
3466.5,501,1830.551554
3829.5,501,1832.376785
3528.0,501,1834.237629
3028.5,501,1836.11468
3891.0,501,1838.092335
2373.0,501,1839.962569
4572.0,501,1841.873289
6234.0,501,1843.757523
3258.0,501,1845.582012
2229.0,501,1847.496605
2976.0,501,1849.397562
1353.0,501,1851.33105
3537.0,501,1853.181719
2467.5,501,1855.000025
3204.0,501,1856.848558
2689.5,501,1858.714669
3298.5,501,1860.588757
2319.0,501,1862.458797
2283.0,501,1864.317458
4054.5,501,1866.159299
5106.0,501,1868.010896
2863.5,501,1869.905866
3163.5,501,1871.839152
2617.5,501,1873.778779
3286.5,501,1875.658746
2655.0,501,1877.592639
7084.5,501,1879.420733
3751.5,501,1881.289397
3184.5,501,1883.177252
2849.0,501,1885.103957
4212.0,501,1886.974061
2164.5,501,1888.825136
4545.0,501,1890.738135
3198.0,501,1892.59463
3733.5,501,1894.441682
3549.0,501,1896.357292
6169.5,501,1898.293883
4068.0,501,1900.193197
5796.0,501,1902.170656
3034.5,501,1904.073747
3646.5,501,1905.939949
2977.5,501,1907.802396
2662.5,501,1909.703403
3288.0,501,1911.609345
6628.5,501,1913.429282
3580.5,501,1915.257936
2349.0,501,1917.135343
3349.5,501,1919.034603
2899.5,501,1920.889575
3126.0,501,1922.717418
2305.5,501,1924.594355
2882.5,501,1926.503752
1927.5,501,1928.368565
5587.5,501,1930.285871
3247.5,501,1932.222657
3360.0,501,1934.090796
4821.0,501,1935.994196
6604.5,501,1937.92309
2298.0,501,1939.859555
