limit,grid_size
"[[ 36., 42., 42., 54.],
 [ 26., 42., 42., 54.],
 [ 15., 36., 15., 36.],
 [ 15., 36., 15., 36.],
 [  9., 45.,  9.,120.]]","[ 45,120]"
