#{"t_start": 1626354269.592577, "env_id": null}
r,l,t
50,2,6399.262847
50,2,6400.214904
50,2,6401.167229
150,4,6402.123129
50,2,6404.019662
50,2,6404.971534
50,2,6405.923505
50,2,6406.875878
50,2,6407.82911
50,2,6408.785184
100,3,6409.744524
50,2,6411.172976
50,2,6412.129881
50,2,6413.082491
100,3,6414.035336
50,2,6415.459317
50,2,6416.411145
150,4,6417.365556
50,2,6419.260564
50,2,6420.211487
50,2,6421.163434
50,2,6422.118244
100,3,6423.073172
50,2,6424.497257
50,2,6425.450183
50,2,6426.401809
50,2,6427.354413
50,2,6428.306892
100,3,6429.261501
100,3,6430.685485
50,2,6432.108489
50,2,6433.059222
50,2,6434.011377
50,2,6434.962275
50,2,6435.912592
50,2,6436.863418
100,3,6437.817088
50,2,6439.24021
50,2,6440.191318
50,2,6441.142188
50,2,6442.094589
50,2,6443.045574
50,2,6444.000518
100,3,6444.955781
50,2,6446.384203
50,2,6447.336226
150,4,6448.290028
50,2,6450.185632
100,3,6451.142459
50,2,6452.565847
100,3,6453.522999
50,2,6454.950038
50,2,6455.902798
100,3,6456.856932
50,2,6458.280862
50,2,6459.233145
50,2,6460.185388
50,2,6461.13819
50,2,6462.08938
50,2,6463.041456
50,2,6463.995003
100,3,6464.948419
50,2,6466.371321
50,2,6467.321897
100,3,6468.276547
50,2,6469.699277
50,2,6470.650538
50,2,6471.601872
50,2,6472.554296
50,2,6473.505568
50,2,6474.458073
50,2,6475.412203
50,2,6476.365215
50,2,6477.316742
50,2,6478.269416
100,3,6479.224019
50,2,6480.649521
100,3,6481.603549
50,2,6483.02804
100,3,6483.981868
50,2,6485.412928
50,2,6486.366538
50,2,6487.319092
50,2,6488.273895
50,2,6489.230777
50,2,6490.183642
50,2,6491.134684
50,2,6492.084816
50,2,6493.036384
50,2,6493.986599
50,2,6494.93741
50,2,6495.888398
50,2,6496.840669
50,2,6497.791514
50,2,6498.744856
50,2,6499.698423
100,3,6500.6529
50,2,6502.076978
100,3,6503.030192
50,2,6504.453813
50,2,6505.405998
50,2,6506.357525
50,2,6507.307997
50,2,6508.257764
100,3,6509.212086
50,2,6510.635411
50,2,6511.585639
50,2,6512.536586
50,2,6513.488747
50,2,6514.439556
50,2,6515.391865
50,2,6516.346419
50,2,6517.299651
50,2,6518.25063
50,2,6519.202901
50,2,6520.155122
50,2,6521.108417
100,3,6522.061147
50,2,6523.485693
50,2,6524.438062
50,2,6525.391678
50,2,6526.343668
50,2,6527.295505
50,2,6528.247912
50,2,6529.201714
50,2,6530.154271
50,2,6531.106654
50,2,6532.057968
50,2,6533.010984
50,2,6533.963196
50,2,6534.915124
50,2,6535.866551
50,2,6536.819409
50,2,6537.771043
50,2,6538.722864
50,2,6539.674418
50,2,6540.626865
50,2,6541.578858
50,2,6542.531372
50,2,6543.483243
50,2,6544.435565
150,4,6545.39018
100,3,6547.285615
50,2,6548.707443
100,3,6549.660344
50,2,6551.082582
50,2,6552.032959
50,2,6552.983191
50,2,6553.937849
100,3,6554.893246
50,2,6556.316434
50,2,6557.266947
50,2,6558.219363
50,2,6559.170553
100,3,6560.125514
50,2,6561.5511
50,2,6562.510315
50,2,6563.464849
50,2,6564.418523
50,2,6565.373224
50,2,6566.32679
100,3,6567.284808
50,2,6568.712324
50,2,6569.666648
50,2,6570.624785
100,3,6571.581611
100,3,6573.010831
150,4,6574.439806
50,2,6576.337371
50,2,6577.289778
50,2,6578.24121
100,3,6579.195484
50,2,6580.619494
50,2,6581.570326
50,2,6582.521613
50,2,6583.472525
50,2,6584.424496
50,2,6585.375858
50,2,6586.327009
50,2,6587.278502
50,2,6588.230742
50,2,6589.185623
50,2,6590.138646
50,2,6591.090153
50,2,6592.043467
100,3,6592.996505
100,3,6594.421643
100,3,6595.847367
100,3,6597.275322
50,2,6598.698821
100,3,6599.651866
50,2,6601.07438
50,2,6602.026203
50,2,6602.976756
150,4,6603.930862
50,2,6605.825404
50,2,6606.776909
100,3,6607.728971
50,2,6609.151881
50,2,6610.102825
50,2,6611.05536
50,2,6612.009589
50,2,6612.96306
50,2,6613.914949
100,3,6614.86825
50,2,6616.290951
50,2,6617.241944
50,2,6618.193112
50,2,6619.152516
100,3,6620.10898
50,2,6621.536732
50,2,6622.490924
50,2,6623.445426
50,2,6624.400293
50,2,6625.35273
50,2,6626.303766
50,2,6627.256942
50,2,6628.207971
50,2,6629.16035
50,2,6630.111571
100,3,6631.068152
50,2,6632.4925
100,3,6633.447318
100,3,6634.872984
50,2,6636.298658
50,2,6637.249583
100,3,6638.203751
100,3,6639.629415
50,2,6641.05454
50,2,6642.005177
50,2,6642.95627
50,2,6643.907516
50,2,6644.859813
50,2,6645.810948
50,2,6646.764351
50,2,6647.718028
50,2,6648.671286
100,3,6649.624783
50,2,6651.048695
50,2,6652.00086
50,2,6652.953425
50,2,6653.905461
50,2,6654.857965
50,2,6655.809719
50,2,6656.762051
100,3,6657.715619
50,2,6659.13971
100,3,6660.092898
50,2,6661.518028
50,2,6662.469529
50,2,6663.422207
50,2,6664.373614
50,2,6665.326867
50,2,6666.277524
50,2,6667.229672
50,2,6668.182081
50,2,6669.134397
50,2,6670.08617
50,2,6671.037745
50,2,6671.989839
100,3,6672.945608
50,2,6674.369016
50,2,6675.321591
50,2,6676.272593
50,2,6677.225686
50,2,6678.176946
100,3,6679.131025
50,2,6680.55536
50,2,6681.507862
50,2,6682.460451
50,2,6683.413065
100,3,6684.366384
50,2,6685.791432
50,2,6686.742127
50,2,6687.692857
150,4,6688.647372
50,2,6690.544576
50,2,6691.496647
50,2,6692.452075
50,2,6693.404753
50,2,6694.360843
150,4,6695.317554
150,4,6697.21507
50,2,6699.110358
50,2,6700.062832
50,2,6701.013643
50,2,6701.964852
50,2,6702.916022
50,2,6703.868196
100,3,6704.820181
100,3,6706.244898
50,2,6707.667864
50,2,6708.619759
50,2,6709.570383
50,2,6710.521095
50,2,6711.472365
50,2,6712.424734
50,2,6713.376072
100,3,6714.328529
50,2,6715.755385
100,3,6716.710145
50,2,6718.133092
100,3,6719.085965
100,3,6720.510967
50,2,6721.935237
50,2,6722.88862
50,2,6723.842594
100,3,6724.799495
50,2,6726.227818
50,2,6727.179367
50,2,6728.131551
50,2,6729.084146
50,2,6730.037573
50,2,6730.989192
50,2,6731.940949
50,2,6732.893002
50,2,6733.845417
50,2,6734.797198
150,4,6735.752851
50,2,6737.651864
50,2,6738.61159
50,2,6739.565689
100,3,6740.520222
50,2,6741.94416
50,2,6742.896952
50,2,6743.847289
50,2,6744.797955
50,2,6745.748704
50,2,6746.700569
150,4,6747.654134
150,4,6749.552851
100,3,6751.450835
50,2,6752.874721
50,2,6753.825634
100,3,6754.778824
50,2,6756.205054
50,2,6757.159554
50,2,6758.110965
50,2,6759.062757
50,2,6760.014557
100,3,6760.969332
50,2,6762.392644
50,2,6763.344635
50,2,6764.295903
50,2,6765.248724
50,2,6766.200185
100,3,6767.154412
50,2,6768.579621
100,3,6769.534917
50,2,6770.959119
50,2,6771.910791
50,2,6772.862426
150,4,6773.817052
50,2,6775.711644
50,2,6776.662503
50,2,6777.613681
50,2,6778.565899
150,4,6779.5205
50,2,6781.415993
100,3,6782.369155
50,2,6783.79402
50,2,6784.744517
50,2,6785.695538
50,2,6786.646351
50,2,6787.59945
50,2,6788.55034
100,3,6789.503269
50,2,6790.930088
50,2,6791.883057
50,2,6792.835229
50,2,6793.786794
100,3,6794.739107
50,2,6796.162517
50,2,6797.113439
50,2,6798.064404
50,2,6799.015447
50,2,6799.969657
50,2,6800.922501
50,2,6801.876366
50,2,6802.830492
50,2,6803.784938
50,2,6804.739534
50,2,6805.691212
50,2,6806.641911
100,3,6807.594719
50,2,6809.017445
150,4,6809.971978
50,2,6811.870809
50,2,6812.826399
100,3,6813.779815
50,2,6815.203603
50,2,6816.155247
50,2,6817.108004
50,2,6818.060541
50,2,6819.012952
50,2,6819.964397
50,2,6820.917035
100,3,6821.870875
50,2,6823.295079
50,2,6824.246219
50,2,6825.198927
50,2,6826.151072
50,2,6827.102299
50,2,6828.054337
50,2,6829.007246
50,2,6829.958468
50,2,6830.910433
50,2,6831.862081
50,2,6832.814641
150,4,6833.769463
50,2,6835.665046
50,2,6836.616345
50,2,6837.56948
50,2,6838.520828
50,2,6839.472861
50,2,6840.423861
50,2,6841.376887
50,2,6842.327873
50,2,6843.279526
100,3,6844.233727
50,2,6845.658743
50,2,6846.610913
50,2,6847.561911
50,2,6848.514041
50,2,6849.466478
50,2,6850.41835
100,3,6851.371387
100,3,6852.797448
50,2,6854.221965
50,2,6855.173741
100,3,6856.126688
50,2,6857.550557
50,2,6858.502841
50,2,6859.454623
100,3,6860.408853
50,2,6861.833576
50,2,6862.786278
100,3,6863.738069
100,3,6865.162449
50,2,6866.585531
50,2,6867.53732
50,2,6868.488425
50,2,6869.439446
100,3,6870.392395
50,2,6871.821504
50,2,6872.774965
100,3,6873.731678
50,2,6875.158134
50,2,6876.113587
100,3,6877.070175
50,2,6878.496186
50,2,6879.447317
50,2,6880.399749
50,2,6881.351484
50,2,6882.302447
50,2,6883.253869
50,2,6884.205963
50,2,6885.157459
100,3,6886.111472
50,2,6887.534602
50,2,6888.487368
50,2,6889.437995
50,2,6890.389954
150,4,6891.344226
100,3,6893.243504
50,2,6894.666829
50,2,6895.618568
50,2,6896.570433
100,3,6897.524284
50,2,6898.946801
50,2,6899.89742
100,3,6900.84998
50,2,6902.273636
50,2,6903.226897
50,2,6904.179987
50,2,6905.133677
100,3,6906.090928
50,2,6907.518109
50,2,6908.470553
100,3,6909.423462
50,2,6910.848532
150,4,6911.802047
50,2,6913.696708
50,2,6914.647468
50,2,6915.599491
50,2,6916.550492
50,2,6917.50149
50,2,6918.452365
50,2,6919.40745
50,2,6920.360377
50,2,6921.311445
50,2,6922.262981
50,2,6923.215063
50,2,6924.165073
50,2,6925.115887
100,3,6926.068335
50,2,6927.492168
50,2,6928.442909
50,2,6929.396924
50,2,6930.350061
50,2,6931.303908
50,2,6932.254048
100,3,6933.206585
50,2,6934.629768
50,2,6935.581536
50,2,6936.532465
50,2,6937.487207
100,3,6938.442139
50,2,6939.865815
50,2,6940.816541
100,3,6941.769189
50,2,6943.192074
50,2,6944.143496
50,2,6945.094213
100,3,6946.046802
50,2,6947.469862
50,2,6948.421938
50,2,6949.375977
150,4,6950.332894
50,2,6952.231701
50,2,6953.186752
50,2,6954.140058
50,2,6955.091138
100,3,6956.04449
100,3,6957.471342
50,2,6958.893697
100,3,6959.845553
50,2,6961.268155
50,2,6962.219703
50,2,6963.170219
50,2,6964.120286
50,2,6965.07104
50,2,6966.023165
50,2,6966.973664
150,4,6967.926977
50,2,6969.887895
50,2,6970.839594
50,2,6971.79015
50,2,6972.741235
50,2,6973.691729
50,2,6974.643564
100,3,6975.596561
100,3,6977.021572
50,2,6978.447943
50,2,6979.402674
50,2,6980.354088
150,4,6981.307714
50,2,6983.202997
50,2,6984.155048
50,2,6985.105865
100,3,6986.061771
100,3,6987.490298
100,3,6988.916809
50,2,6990.340778
100,3,6991.296072
50,2,6992.719405
50,2,6993.673199
100,3,6994.626145
50,2,6996.050554
50,2,6997.002746
50,2,6997.955351
50,2,6998.907199
50,2,6999.858798
50,2,7000.810717
50,2,7001.763113
50,2,7002.715473
150,4,7003.670274
100,3,7005.569315
50,2,7006.994063
50,2,7007.94535
50,2,7008.895806
50,2,7009.846179
50,2,7010.79803
50,2,7011.748461
50,2,7012.698959
100,3,7013.651328
50,2,7015.075693
100,3,7016.030855
50,2,7017.457322
50,2,7018.411845
50,2,7019.366625
50,2,7020.317724
50,2,7021.26987
100,3,7022.22308
50,2,7023.648093
50,2,7024.599511
50,2,7025.551755
50,2,7026.503152
100,3,7027.459619
50,2,7028.88325
100,3,7029.837605
50,2,7031.261628
50,2,7032.214534
50,2,7033.166081
50,2,7034.118104
50,2,7035.069391
50,2,7036.022177
50,2,7036.973616
50,2,7037.924903
50,2,7038.876358
50,2,7039.828371
50,2,7040.780496
50,2,7041.733218
50,2,7042.684273
100,3,7043.639253
50,2,7045.063944
150,4,7046.019624
50,2,7047.915459
50,2,7048.86917
50,2,7049.821353
50,2,7050.776271
50,2,7051.728675
100,3,7052.683129
100,3,7054.109332
50,2,7055.533597
50,2,7056.485435
50,2,7057.442952
50,2,7058.399598
50,2,7059.35287
100,3,7060.305859
100,3,7061.732674
50,2,7063.156045
100,3,7064.10919
100,3,7065.534211
50,2,7066.957774
50,2,7067.908586
100,3,7068.860799
100,3,7070.284625
50,2,7071.707725
50,2,7072.658004
50,2,7073.608661
50,2,7074.559692
100,3,7075.51802
50,2,7076.945474
50,2,7077.899834
50,2,7078.851889
50,2,7079.804375
50,2,7080.754695
50,2,7081.705437
50,2,7082.656047
50,2,7083.608185
100,3,7084.561298
100,3,7085.989477
50,2,7087.413092
50,2,7088.365122
50,2,7089.316087
50,2,7090.267027
100,3,7091.218878
100,3,7092.646017
100,3,7094.078078
50,2,7095.501269
200,5,7096.461818
100,3,7098.840603
50,2,7100.264813
50,2,7101.216749
50,2,7102.168631
50,2,7103.123635
50,2,7104.076982
100,3,7105.034829
50,2,7106.462773
50,2,7107.419609
100,3,7108.37175
50,2,7109.79475
50,2,7110.747494
100,3,7111.700911
50,2,7113.123931
50,2,7114.0748
50,2,7115.026479
50,2,7115.982417
150,4,7116.937423
50,2,7118.831491
100,3,7119.783902
50,2,7121.209079
100,3,7122.161697
50,2,7123.584446
50,2,7124.535388
50,2,7125.49037
50,2,7126.443846
50,2,7127.395021
50,2,7128.345527
50,2,7129.297245
50,2,7130.248029
50,2,7131.198893
50,2,7132.14954
100,3,7133.105692
50,2,7134.532792
50,2,7135.487685
100,3,7136.441625
50,2,7137.868238
100,3,7138.82247
100,3,7140.253835
50,2,7141.685278
100,3,7142.642043
100,3,7144.068087
50,2,7145.492109
50,2,7146.442485
50,2,7147.394114
100,3,7148.346229
100,3,7149.770671
50,2,7151.193937
50,2,7152.14578
50,2,7153.099241
50,2,7154.053725
100,3,7155.007233
50,2,7156.433462
50,2,7157.38502
50,2,7158.336492
100,3,7159.289602
50,2,7160.714535
50,2,7161.665775
50,2,7162.61625
50,2,7163.567559
50,2,7164.519755
50,2,7165.470411
50,2,7166.421555
50,2,7167.373097
50,2,7168.32496
100,3,7169.277849
50,2,7170.706212
50,2,7171.66007
100,3,7172.614946
100,3,7174.03951
50,2,7175.462442
50,2,7176.413309
50,2,7177.365569
100,3,7178.318585
50,2,7179.741809
50,2,7180.69627
50,2,7181.651341
50,2,7182.605664
50,2,7183.559465
50,2,7184.514319
50,2,7185.469728
50,2,7186.423673
100,3,7187.379429
50,2,7188.806999
50,2,7189.761058
50,2,7190.711882
100,3,7191.665881
150,4,7193.093967
50,2,7194.99334
50,2,7195.944038
50,2,7196.896483
100,3,7197.848945
50,2,7199.274942
100,3,7200.228318
50,2,7201.652771
50,2,7202.60409
150,4,7203.560769
50,2,7205.455607
50,2,7206.406738
50,2,7207.357397
50,2,7208.309219
50,2,7209.260116
50,2,7210.212509
50,2,7211.166649
100,3,7212.123363
50,2,7213.550268
100,3,7214.50359
50,2,7215.987956
50,2,7216.939612
50,2,7217.889913
50,2,7218.840691
50,2,7219.791741
100,3,7220.745484
50,2,7222.170118
50,2,7223.12459
100,3,7224.078001
50,2,7225.502438
50,2,7226.453695
50,2,7227.405063
50,2,7228.356652
50,2,7229.309172
50,2,7230.260487
50,2,7231.213094
50,2,7232.165262
50,2,7233.117947
50,2,7234.068949
50,2,7235.021121
50,2,7235.972052
50,2,7236.925343
50,2,7237.876566
150,4,7238.832793
100,3,7240.730592
50,2,7242.155345
50,2,7243.106682
50,2,7244.058741
50,2,7245.010979
100,3,7245.966172
50,2,7247.390082
50,2,7248.340595
50,2,7249.291421
50,2,7250.243236
100,3,7251.195733
100,3,7252.620016
50,2,7254.047191
50,2,7255.000875
100,3,7255.95321
100,3,7257.379239
50,2,7258.803313
50,2,7259.755786
50,2,7260.707395
50,2,7261.658763
50,2,7262.608965
50,2,7263.560462
100,3,7264.512897
50,2,7265.935178
50,2,7266.885874
50,2,7267.841412
50,2,7268.794391
150,4,7269.748899
50,2,7271.645679
50,2,7272.598427
50,2,7273.549748
50,2,7274.50007
50,2,7275.450618
100,3,7276.405555
50,2,7277.82861
200,5,7278.785053
50,2,7281.15806
50,2,7282.111642
100,3,7283.064108
50,2,7284.487456
50,2,7285.438653
50,2,7286.391043
100,3,7287.344456
50,2,7288.769005
50,2,7289.719996
50,2,7290.675323
100,3,7291.628664
50,2,7293.052916
50,2,7294.003813
100,3,7294.958727
50,2,7296.382292
50,2,7297.333788
100,3,7298.287133
50,2,7299.713358
50,2,7300.663459
50,2,7301.614672
50,2,7302.56502
50,2,7303.516697
50,2,7304.467537
100,3,7305.420205
50,2,7306.842638
100,3,7307.795559
50,2,7309.218551
50,2,7310.168793
50,2,7311.118554
50,2,7312.070198
50,2,7313.021055
50,2,7313.971918
50,2,7314.922129
50,2,7315.873786
50,2,7316.825098
50,2,7317.776133
50,2,7318.726732
100,3,7319.683763
100,3,7321.11158
50,2,7322.538203
50,2,7323.489522
50,2,7324.442609
50,2,7325.394198
150,4,7326.349653
50,2,7328.246486
50,2,7329.199136
100,3,7330.152965
50,2,7331.57682
50,2,7332.528358
100,3,7333.482741
150,4,7334.910943
150,4,7336.81101
50,2,7338.773769
50,2,7339.727255
50,2,7340.679116
50,2,7341.630692
50,2,7342.581439
100,3,7343.534733
50,2,7344.957846
50,2,7345.929468
50,2,7346.881031
50,2,7347.836007
50,2,7348.789384
150,4,7349.748234
50,2,7351.648947
100,3,7352.60452
50,2,7354.029179
50,2,7354.981984
50,2,7355.933455
50,2,7356.88727
50,2,7357.839045
50,2,7358.791198
100,3,7359.744357
50,2,7361.170429
50,2,7362.123201
50,2,7363.075819
50,2,7364.026901
50,2,7364.981723
50,2,7365.933216
50,2,7366.885361
50,2,7367.837665
50,2,7368.791237
50,2,7369.743852
50,2,7370.700773
50,2,7371.659117
50,2,7372.61815
100,3,7373.578027
50,2,7375.010291
50,2,7375.966759
50,2,7376.921633
50,2,7377.876351
50,2,7378.829787
50,2,7379.783872
50,2,7380.738825
50,2,7381.69047
50,2,7382.641361
50,2,7383.59334
50,2,7384.546783
50,2,7385.497645
50,2,7386.448425
50,2,7387.400994
50,2,7388.356776
50,2,7389.308385
50,2,7390.259068
50,2,7391.209237
100,3,7392.164941
50,2,7393.588123
50,2,7394.539361
50,2,7395.491009
50,2,7396.443064
50,2,7397.396069
50,2,7398.350501
50,2,7399.304082
50,2,7400.260236
50,2,7401.213127
50,2,7402.164501
50,2,7403.115419
100,3,7404.069121
100,3,7405.494543
50,2,7406.91758
50,2,7407.868468
50,2,7408.820419
50,2,7409.771262
50,2,7410.723422
50,2,7411.676915
200,5,7412.637952
50,2,7415.005492
150,4,7415.960046
50,2,7417.855468
100,3,7418.809452
50,2,7420.232006
50,2,7421.183235
50,2,7422.13405
50,2,7423.08549
100,3,7424.03781
100,3,7425.465609
100,3,7426.890767
50,2,7428.31433
100,3,7429.267125
50,2,7430.689766
50,2,7431.640274
50,2,7432.592102
50,2,7433.542929
50,2,7434.493665
50,2,7435.444557
50,2,7436.397978
50,2,7437.3523
50,2,7438.304364
50,2,7439.255539
50,2,7440.207003
50,2,7441.157714
50,2,7442.108617
50,2,7443.059583
50,2,7444.011581
150,4,7444.970766
50,2,7446.8708
50,2,7447.824027
50,2,7448.776552
50,2,7449.728604
100,3,7450.682646
50,2,7452.105982
100,3,7453.063459
50,2,7454.48804
50,2,7455.440081
50,2,7456.391605
50,2,7457.343645
50,2,7458.295817
50,2,7459.24672
50,2,7460.196929
100,3,7461.211884
50,2,7462.634367
100,3,7463.586745
100,3,7465.015
50,2,7466.445063
50,2,7467.399234
50,2,7468.350699
50,2,7469.301285
100,3,7470.255994
100,3,7471.683033
50,2,7473.106368
50,2,7474.058602
50,2,7475.010803
50,2,7475.962699
50,2,7476.913887
50,2,7477.864537
50,2,7478.816473
50,2,7479.766499
100,3,7480.718427
50,2,7482.1407
50,2,7483.09355
50,2,7484.044082
50,2,7484.997824
50,2,7485.950953
50,2,7486.905872
50,2,7487.858779
100,3,7488.815206
50,2,7490.241123
50,2,7491.197137
50,2,7492.149507
50,2,7493.104228
50,2,7494.05758
50,2,7495.013096
50,2,7495.966225
50,2,7496.917637
100,3,7497.871121
50,2,7499.295298
100,3,7500.24757
50,2,7501.670357
50,2,7502.621041
50,2,7503.573167
50,2,7504.525671
50,2,7505.479913
50,2,7506.43292
50,2,7507.389401
100,3,7508.343534
150,4,7509.77103
50,2,7511.666736
100,3,7512.621616
50,2,7514.043842
50,2,7514.99409
50,2,7515.945144
50,2,7516.896939
50,2,7517.847232
50,2,7518.797801
50,2,7519.747763
50,2,7520.699131
50,2,7521.649318
50,2,7522.600729
50,2,7523.553066
150,4,7524.510422
50,2,7526.406955
50,2,7527.357805
50,2,7528.308334
50,2,7529.260649
50,2,7530.211478
100,3,7531.165332
50,2,7532.589856
50,2,7533.545851
50,2,7534.499427
50,2,7535.453678
100,3,7536.407195
50,2,7537.830568
50,2,7538.781093
100,3,7539.733315
50,2,7541.156636
50,2,7542.108498
50,2,7543.062772
50,2,7544.018049
50,2,7544.971598
50,2,7545.927662
50,2,7546.881556
100,3,7547.835387
50,2,7549.259572
100,3,7550.215265
100,3,7551.642439
50,2,7553.071934
100,3,7554.031182
50,2,7555.460089
100,3,7556.418286
50,2,7557.845108
50,2,7558.799121
50,2,7559.75418
50,2,7560.707682
50,2,7561.661094
50,2,7562.615103
50,2,7563.567921
50,2,7564.519093
50,2,7565.470759
50,2,7566.422999
50,2,7567.374723
50,2,7568.325166
50,2,7569.275779
50,2,7570.226394
50,2,7571.243792
50,2,7572.193891
150,4,7573.147985
100,3,7575.043554
50,2,7576.467265
50,2,7577.417753
50,2,7578.368519
50,2,7579.319048
100,3,7580.272494
50,2,7581.699053
50,2,7582.652068
50,2,7583.605789
100,3,7584.562745
50,2,7585.989404
50,2,7586.943692
50,2,7587.896964
50,2,7588.850534
50,2,7589.80086
50,2,7590.752631
50,2,7591.703575
50,2,7592.655622
100,3,7593.60933
50,2,7595.035129
50,2,7595.988383
50,2,7596.943699
50,2,7597.897106
50,2,7598.848514
100,3,7599.801994
50,2,7601.227599
50,2,7602.179738
50,2,7603.130482
50,2,7604.081889
100,3,7605.036156
50,2,7606.458016
50,2,7607.408763
50,2,7608.359442
50,2,7609.31087
50,2,7610.260613
50,2,7611.211415
50,2,7612.162278
50,2,7613.115255
50,2,7614.065748
50,2,7615.016044
50,2,7615.966456
50,2,7616.918158
50,2,7617.868156
150,4,7618.822025
50,2,7620.71672
100,3,7621.670474
100,3,7623.098305
50,2,7624.522937
50,2,7625.473587
50,2,7626.424875
50,2,7627.375124
50,2,7628.325347
100,3,7629.278004
50,2,7630.703422
50,2,7631.657633
100,3,7632.61308
50,2,7634.039424
50,2,7634.991848
50,2,7635.942895
50,2,7636.893922
50,2,7637.844933
50,2,7638.797474
100,3,7639.750693
50,2,7641.173592
50,2,7642.125686
50,2,7643.079015
100,3,7644.032825
50,2,7645.456127
50,2,7646.408485
50,2,7647.360588
100,3,7648.314635
100,3,7649.740235
50,2,7651.165122
50,2,7652.118122
50,2,7653.071389
100,3,7654.024116
50,2,7655.44818
100,3,7656.402152
100,3,7657.827431
50,2,7659.251323
50,2,7660.202321
50,2,7661.155825
50,2,7662.107582
50,2,7663.058387
50,2,7664.008537
50,2,7664.960569
50,2,7665.911225
100,3,7666.863132
100,3,7668.288121
50,2,7669.713715
50,2,7670.66605
50,2,7671.617822
50,2,7672.569385
50,2,7673.523155
50,2,7674.474695
100,3,7675.428905
50,2,7676.852732
50,2,7677.806628
50,2,7678.759669
50,2,7679.7119
100,3,7680.669369
50,2,7682.102727
50,2,7683.056027
50,2,7684.009728
50,2,7684.964661
50,2,7685.921231
50,2,7686.87434
50,2,7687.828049
100,3,7688.785259
100,3,7690.215216
50,2,7691.637595
100,3,7692.589737
50,2,7694.011928
50,2,7694.963989
50,2,7695.914932
50,2,7696.867873
50,2,7697.822916
50,2,7698.778628
50,2,7699.731605
100,3,7700.688017
50,2,7702.111383
50,2,7703.064156
50,2,7704.015725
50,2,7704.967599
50,2,7705.918792
50,2,7706.870059
50,2,7707.820817
50,2,7708.771999
50,2,7709.722869
50,2,7710.675784
50,2,7711.626455
50,2,7712.577287
100,3,7713.529861
100,3,7714.955622
50,2,7716.381812
50,2,7717.337372
50,2,7718.290339
50,2,7719.245622
50,2,7720.198635
50,2,7721.150353
100,3,7722.10438
50,2,7723.529316
50,2,7724.481616
50,2,7725.433904
50,2,7726.386252
50,2,7727.339897
100,3,7728.293046
50,2,7729.716851
50,2,7730.66835
50,2,7731.621442
100,3,7732.573811
50,2,7733.996511
100,3,7734.948851
50,2,7736.372776
50,2,7737.323211
50,2,7738.276787
50,2,7739.229814
50,2,7740.184818
50,2,7741.137895
50,2,7742.089108
50,2,7743.04054
100,3,7743.994672
50,2,7745.417889
50,2,7746.368715
100,3,7747.322735
50,2,7748.748213
50,2,7749.699418
50,2,7750.650894
50,2,7751.602821
100,3,7752.556759
50,2,7753.980634
50,2,7754.931957
50,2,7755.883376
50,2,7756.83568
100,3,7757.788792
50,2,7759.212451
100,3,7760.164231
150,4,7761.5911
50,2,7763.485514
50,2,7764.435849
50,2,7765.387034
150,4,7766.342334
50,2,7768.241051
50,2,7769.195115
50,2,7770.148643
50,2,7771.10257
50,2,7772.054288
50,2,7773.005385
50,2,7773.956662
50,2,7774.909088
50,2,7775.860528
50,2,7776.812326
50,2,7777.762491
50,2,7778.714111
150,4,7779.667582
50,2,7781.561971
50,2,7782.5124
50,2,7783.46414
50,2,7784.414201
50,2,7785.364964
100,3,7786.318313
50,2,7787.741985
50,2,7788.692615
50,2,7789.642587
50,2,7790.593164
50,2,7791.545095
50,2,7792.495819
50,2,7793.446368
50,2,7794.400683
50,2,7795.355503
50,2,7796.309802
50,2,7797.263299
50,2,7798.214549
50,2,7799.166191
50,2,7800.116959
50,2,7801.068155
50,2,7802.018845
50,2,7802.970623
50,2,7803.921044
100,3,7804.873548
50,2,7806.296293
50,2,7807.248336
150,4,7808.202835
50,2,7810.101637
50,2,7811.055811
50,2,7812.010526
50,2,7812.962228
50,2,7813.913653
50,2,7814.865575
50,2,7815.81832
50,2,7816.770328
50,2,7817.721697
50,2,7818.67445
50,2,7819.62713
50,2,7820.577413
50,2,7821.52808
50,2,7822.47926
50,2,7823.431633
50,2,7824.382307
50,2,7825.335725
50,2,7826.288841
50,2,7827.243888
100,3,7828.199299
50,2,7829.623004
50,2,7830.576535
50,2,7831.528743
50,2,7832.480718
100,3,7833.433146
50,2,7834.857378
100,3,7835.812533
100,3,7837.238294
50,2,7838.662594
50,2,7839.613195
100,3,7840.568296
50,2,7841.990158
50,2,7842.940258
50,2,7843.890289
100,3,7844.843274
50,2,7846.265383
50,2,7847.216356
50,2,7848.167353
100,3,7849.122814
100,3,7850.548242
50,2,7851.971741
50,2,7852.922897
50,2,7853.875408
50,2,7854.826174
100,3,7855.778701
100,3,7857.20365
50,2,7858.628499
100,3,7859.581286
50,2,7861.007969
50,2,7861.96094
50,2,7862.9168
100,3,7863.870625
50,2,7865.294748
100,3,7866.247971
50,2,7867.674729
50,2,7868.625946
50,2,7869.577771
50,2,7870.530235
50,2,7871.484113
50,2,7872.436432
50,2,7873.388333
50,2,7874.340681
50,2,7875.294466
50,2,7876.24636
50,2,7877.19817
50,2,7878.150578
50,2,7879.103524
100,3,7880.057509
100,3,7881.483472
100,3,7882.909974
100,3,7884.336884
50,2,7885.761607
50,2,7886.713089
50,2,7887.66567
150,4,7888.621742
50,2,7890.518975
50,2,7891.471492
50,2,7892.422943
50,2,7893.376235
