#{"t_start": 1627565931.5966034, "env_id": null}
r,l,t
203.0,501,656.713907
249.5,501,658.073953
232.0,501,659.31487
-5.5,501,660.677749
219.5,501,662.036643
117.0,501,663.399817
315.0,501,664.762791
250.5,501,666.131361
128.5,501,667.483405
284.0,501,668.844891
277.0,501,670.201622
162.0,501,671.566073
329.5,501,672.927407
249.0,501,674.169423
199.5,501,675.574131
353.0,501,676.949076
228.0,501,678.331913
54.0,501,679.703881
132.5,501,681.068403
203.5,501,682.437683
127.5,501,683.790225
264.0,501,685.157867
305.5,501,686.511247
268.5,501,687.866825
133.0,501,689.224213
-227.5,501,690.458126
205.5,501,691.810737
267.5,501,693.169976
271.5,501,694.55029
173.0,501,695.91001
248.5,501,697.266529
-248.5,501,698.625124
133.0,501,699.999917
249.5,501,701.358922
374.5,501,702.728176
222.5,501,704.104589
101.5,501,705.352835
211.5,501,706.716567
370.0,501,708.084749
275.5,501,709.442417
261.0,501,710.803555
336.5,501,712.166774
298.0,501,713.541908
267.5,501,714.889204
211.5,501,716.26269
193.0,501,717.626563
169.0,501,718.991159
123.0,501,720.364433
296.5,501,721.615766
274.5,501,722.989896
298.0,501,724.351798
180.0,501,725.722956
164.0,501,727.097839
230.5,501,728.448634
194.0,501,729.810508
305.5,501,731.187737
262.5,501,732.547613
254.0,501,733.904804
276.5,501,735.264634
284.5,501,736.628628
224.0,501,737.874217
273.0,501,739.23535
259.0,501,740.606413
79.5,501,742.061319
385.5,501,743.428292
224.0,501,744.80549
290.0,501,746.165123
222.0,501,747.516503
250.0,501,748.875502
321.5,501,750.230644
383.5,501,751.595233
265.0,501,752.826446
217.5,501,754.177538
375.5,501,755.529068
247.5,501,756.887565
146.5,501,758.246163
-18.0,501,759.619682
325.0,501,761.004394
263.5,501,762.359067
140.5,501,763.715778
82.5,501,765.086337
174.0,501,766.437535
302.5,501,767.816509
149.0,501,769.060406
230.5,501,770.418734
322.5,501,771.794267
180.5,501,773.157607
217.0,501,774.50969
300.5,501,775.868248
162.0,501,777.240108
269.5,501,778.608406
296.5,501,779.970526
186.5,501,781.321576
253.0,501,782.704827
84.5,501,784.061519
128.5,501,785.307397
89.5,501,786.682198
334.5,501,788.035789
356.5,501,789.413156
191.5,501,790.78932
307.0,501,792.155348
221.5,501,793.540184
70.5,501,794.896782
335.5,501,796.253353
266.0,501,797.640633
198.0,501,799.000762
219.0,501,800.247396
267.5,501,801.654826
124.0,501,803.013363
313.0,501,804.372934
151.0,501,805.746416
293.0,501,807.107592
318.0,501,808.461481
136.5,501,809.831479
178.0,501,811.195462
272.0,501,812.561254
257.0,501,813.939064
266.0,501,815.315262
349.0,501,816.565106
242.5,501,817.918047
259.5,501,819.287338
246.5,501,820.655807
294.0,501,822.024568
191.0,501,823.40025
-81.5,501,824.759435
47.0,501,826.14799
305.0,501,827.519954
217.0,501,828.888589
177.0,501,830.291427
251.0,501,831.662669
242.0,501,832.917737
222.0,501,834.278842
195.5,501,835.667228
28.5,501,837.033857
296.5,501,838.393303
51.5,501,839.742413
311.5,501,841.106472
272.5,501,842.459006
203.5,501,843.821788
332.0,501,845.19355
230.0,501,846.561381
260.5,501,847.79572
79.5,501,849.160194
304.5,501,850.520142
158.5,501,851.885165
346.5,501,853.235435
190.0,501,854.600147
146.5,501,855.958891
264.0,501,857.338281
149.0,501,858.686579
196.5,501,860.045428
206.0,501,861.411197
191.0,501,862.753419
324.5,501,863.991875
304.0,501,865.360336
251.5,501,866.716483
267.5,501,868.076823
364.5,501,869.439249
380.5,501,870.799523
335.5,501,872.174851
3.5,501,873.532217
164.5,501,874.932389
266.5,501,876.328188
204.0,501,877.683173
316.0,501,878.931649
175.5,501,880.295256
304.0,501,881.654552
251.0,501,883.032956
110.0,501,884.392673
192.5,501,885.764609
182.5,501,887.129545
318.5,501,888.490942
290.5,501,889.860248
274.0,501,891.228945
7.0,501,892.585058
235.0,501,893.96286
272.0,501,895.201447
260.5,501,896.563542
284.5,501,897.933599
134.5,501,899.29071
169.0,501,900.661413
233.5,501,902.040849
311.0,501,903.404256
221.0,501,904.767011
353.5,501,906.132812
155.0,501,907.493963
111.0,501,908.865748
329.5,501,910.239663
167.5,501,911.490984
182.5,501,912.84965
242.5,501,914.207144
245.0,501,915.58328
210.0,501,916.960534
239.0,501,918.340749
288.5,501,919.706858
116.5,501,921.066291
193.5,501,922.466703
142.0,501,923.823563
130.0,501,925.173156
368.0,501,926.43957
320.0,501,927.814579
325.5,501,929.191018
76.0,501,930.569656
124.0,501,931.956495
1.5,501,933.320423
191.5,501,934.690718
128.5,501,936.048041
239.5,501,937.410311
195.5,501,938.802076
178.5,501,940.173647
287.5,501,941.532175
-33.0,501,942.762471
161.5,501,944.164382
192.5,501,945.543296
196.5,501,946.91579
7.0,501,948.270158
25.0,501,949.635641
250.0,501,950.998039
161.5,501,952.366226
122.5,501,953.726568
240.0,501,955.089082
208.0,501,956.439656
150.0,501,957.799885
271.0,501,959.063623
146.5,501,960.425913
212.0,501,961.780542
244.0,501,963.141118
209.5,501,964.516907
262.0,501,965.887508
175.0,501,967.249225
161.5,501,968.650734
194.5,501,970.032751
170.5,501,971.401941
376.5,501,972.757398
240.5,501,973.99809
245.0,501,975.370012
245.0,501,976.740096
173.0,501,978.104616
365.5,501,979.45949
23.0,501,980.807823
-163.0,501,982.183885
155.0,501,983.539395
258.0,501,984.91808
231.5,501,986.276402
254.5,501,987.658429
274.0,501,989.008619
64.0,501,990.262351
248.5,501,991.616881
269.0,501,992.967162
168.5,501,994.334105
269.0,501,995.705583
-41.5,501,997.059538
169.0,501,998.423572
231.0,501,999.801843
98.5,501,1001.184912
133.5,501,1002.557166
342.5,501,1003.940598
301.0,501,1005.292741
273.0,501,1006.535738
147.0,501,1007.907205
131.5,501,1009.274616
94.0,501,1010.635311
186.0,501,1011.989037
349.0,501,1013.357662
196.5,501,1014.724496
287.0,501,1016.086799
232.5,501,1017.452879
235.5,501,1018.800973
198.0,501,1020.162764
152.0,501,1021.406522
383.5,501,1022.773525
367.0,501,1024.11692
247.0,501,1025.48287
34.5,501,1026.848526
168.0,501,1028.209772
227.5,501,1029.571516
368.0,501,1030.927838
351.5,501,1032.278098
375.5,501,1033.65772
295.0,501,1035.023826
185.5,501,1036.386256
298.5,501,1037.630334
94.0,501,1038.998072
150.5,501,1040.373484
215.0,501,1041.739159
367.5,501,1043.089953
280.5,501,1044.456425
146.5,501,1045.819072
376.0,501,1047.203976
375.0,501,1048.550209
336.0,501,1049.909122
164.5,501,1051.261995
134.5,501,1052.510637
285.0,501,1053.88176
157.5,501,1055.246528
339.5,501,1056.600244
216.0,501,1057.964875
214.0,501,1059.323161
332.5,501,1060.690486
247.5,501,1062.045819
207.5,501,1063.410974
196.5,501,1064.764771
149.0,501,1066.124273
161.0,501,1067.487339
177.0,501,1068.730705
310.0,501,1070.092204
257.0,501,1071.453732
231.0,501,1072.826664
252.5,501,1074.205337
200.0,501,1075.582191
221.0,501,1076.935643
186.5,501,1078.296359
182.0,501,1079.657737
235.0,501,1081.022145
210.0,501,1082.374885
131.0,501,1083.734948
274.0,501,1084.994287
248.0,501,1086.35181
289.5,501,1087.719223
309.0,501,1089.086803
280.5,501,1090.466101
274.5,501,1091.83875
247.0,501,1093.205008
276.5,501,1094.568485
194.5,501,1095.912846
158.0,501,1097.284487
199.0,501,1098.657543
291.5,501,1099.885797
212.5,501,1101.2559
157.5,501,1102.623026
243.0,501,1103.979635
146.5,501,1105.345753
289.5,501,1106.733314
179.0,501,1108.099154
215.5,501,1109.474197
178.5,501,1110.847136
216.0,501,1112.20633
268.0,501,1113.576646
134.5,501,1114.948405
90.0,501,1116.187596
285.5,501,1117.553979
335.5,501,1118.926869
193.5,501,1120.291306
119.0,501,1121.661579
194.5,501,1123.051556
301.0,501,1124.418636
294.5,501,1125.810212
227.0,501,1127.17767
82.5,501,1128.535405
277.0,501,1129.902963
62.0,501,1131.275739
143.5,501,1132.509901
287.0,501,1133.908097
301.5,501,1135.265683
257.0,501,1136.643271
154.5,501,1138.022939
296.5,501,1139.404076
333.5,501,1140.765753
298.0,501,1142.117173
144.5,501,1143.488679
22.0,501,1144.873411
222.5,501,1146.221129
293.5,501,1147.464925
270.0,501,1148.824969
123.0,501,1150.19652
296.0,501,1151.579762
285.0,501,1152.948898
284.0,501,1154.296815
335.5,501,1155.668965
285.0,501,1157.034295
329.5,501,1158.400844
331.0,501,1159.758725
326.5,501,1161.112284
309.0,501,1162.487573
258.5,501,1163.745941
343.5,501,1165.119954
277.5,501,1166.493068
242.5,501,1167.849505
220.0,501,1169.21742
208.5,501,1170.581383
179.5,501,1171.931401
236.0,501,1173.298272
53.5,501,1174.69996
296.5,501,1176.076165
344.5,501,1177.45427
338.0,501,1178.831036
267.5,501,1180.088913
147.5,501,1181.472456
140.5,501,1182.828131
214.0,501,1184.189832
180.5,501,1185.581119
257.0,501,1186.948005
271.5,501,1188.347286
318.5,501,1189.733698
214.0,501,1191.127799
202.0,501,1192.479457
34.0,501,1193.822108
257.5,501,1195.068643
214.0,501,1196.431335
195.0,501,1197.791613
155.5,501,1199.149204
207.0,501,1200.507584
307.0,501,1201.880606
41.0,501,1203.264017
236.5,501,1204.624768
237.0,501,1205.992919
115.5,501,1207.351368
165.0,501,1208.711741
49.0,501,1210.08107
280.5,501,1211.322767
133.0,501,1212.682863
32.5,501,1214.046103
349.0,501,1215.405977
249.0,501,1216.773151
169.5,501,1218.140081
144.0,501,1219.50097
317.5,501,1220.865067
299.5,501,1222.261378
263.5,501,1223.62585
124.5,501,1224.985254
90.0,501,1226.22757
129.0,501,1227.614424
227.5,501,1228.980517
-98.0,501,1230.34622
281.0,501,1231.711153
129.5,501,1233.074964
246.5,501,1234.429837
350.5,501,1235.797121
168.0,501,1237.167096
270.5,501,1238.530691
252.0,501,1239.90376
260.0,501,1241.27518
187.0,501,1242.52374
117.0,501,1243.893861
127.5,501,1245.261161
235.5,501,1246.632522
274.5,501,1248.001067
135.5,501,1249.400182
235.5,501,1250.762448
280.0,501,1252.120602
121.0,501,1253.49578
294.5,501,1254.861982
246.0,501,1256.253977
193.5,501,1257.624124
272.5,501,1258.86151
179.5,501,1260.224497
122.0,501,1261.597385
206.5,501,1262.980633
73.5,501,1264.348253
246.5,501,1265.723929
292.5,501,1267.093128
207.0,501,1268.483945
185.5,501,1269.841518
338.5,501,1271.194789
277.0,501,1272.565185
160.5,501,1273.81271
233.0,501,1275.177225
225.0,501,1276.549739
146.5,501,1277.910583
238.0,501,1279.284682
337.0,501,1280.644077
254.5,501,1282.002759
95.0,501,1283.366163
131.0,501,1284.735408
286.0,501,1286.087821
138.5,501,1287.465165
269.0,501,1288.835844
281.5,501,1290.081208
190.5,501,1291.450443
201.5,501,1292.814865
245.5,501,1294.181431
254.5,501,1295.546921
355.0,501,1296.915795
329.5,501,1298.307877
205.5,501,1299.675995
222.5,501,1301.046265
174.5,501,1302.393291
254.0,501,1303.757767
163.0,501,1305.116757
278.5,501,1306.390893
94.0,501,1307.76241
194.5,501,1309.126802
363.5,501,1310.491217
135.5,501,1311.870032
176.5,501,1313.250548
279.0,501,1314.609777
330.5,501,1315.979217
228.0,501,1317.342363
274.0,501,1318.704245
233.5,501,1320.062843
188.0,501,1321.332127
112.5,501,1322.693632
283.5,501,1324.069185
-172.5,501,1325.445531
224.5,501,1326.828201
166.5,501,1328.197594
224.0,501,1329.5447
221.0,501,1330.893901
39.5,501,1332.251227
289.0,501,1333.609874
177.0,501,1334.995804
160.0,501,1336.361068
140.0,501,1337.602833
218.0,501,1338.969794
321.5,501,1340.360256
360.5,501,1341.722976
250.5,501,1343.084602
132.0,501,1344.451325
214.0,501,1345.830886
246.0,501,1347.191772
173.5,501,1348.555329
151.5,501,1349.926376
279.5,501,1351.316896
160.5,501,1352.687906
188.0,501,1353.944468
327.0,501,1355.31407
205.0,501,1356.676377
171.5,501,1358.055662
217.0,501,1359.423443
234.5,501,1360.805452
176.0,501,1362.174026
141.0,501,1363.547281
197.5,501,1364.906619
345.5,501,1366.264575
257.5,501,1367.625692
191.0,501,1368.891541
97.5,501,1370.254008
282.0,501,1371.620005
153.5,501,1372.982774
147.5,501,1374.374236
82.0,501,1375.752928
279.0,501,1377.113775
266.5,501,1378.491058
284.5,501,1379.855449
200.0,501,1381.214596
219.0,501,1382.590603
158.0,501,1383.946998
170.5,501,1385.19705
258.0,501,1386.562328
347.5,501,1387.935249
164.0,501,1389.312949
194.5,501,1390.681798
141.5,501,1392.041593
106.0,501,1393.408212
269.5,501,1394.769608
197.0,501,1396.130742
258.5,501,1397.493857
249.5,501,1398.857305
263.0,501,1400.101081
204.5,501,1401.453492
203.0,501,1402.832289
127.5,501,1404.195147
281.0,501,1405.565976
312.5,501,1406.939433
237.5,501,1408.327266
242.0,501,1409.699833
326.5,501,1411.06569
225.5,501,1412.428826
158.0,501,1413.790657
152.5,501,1415.152285
183.5,501,1416.42036
279.0,501,1417.79343
-13.0,501,1419.163587
377.5,501,1420.534523
308.0,501,1421.90538
312.5,501,1423.272925
231.5,501,1424.631348
292.0,501,1425.980358
219.0,501,1427.340714
300.5,501,1428.708093
154.5,501,1430.071255
197.5,501,1431.456042
223.0,501,1432.721765
187.5,501,1434.097207
424.0,501,1435.474508
266.5,501,1436.83485
292.0,501,1438.19841
287.0,501,1439.557719
50.0,501,1440.916995
277.0,501,1442.276845
250.5,501,1443.639008
203.0,501,1444.997707
185.0,501,1446.36721
275.0,501,1447.608939
359.5,501,1448.973953
142.0,501,1450.321373
98.5,501,1451.687692
256.0,501,1453.063684
131.5,501,1454.418613
302.5,501,1455.777631
249.0,501,1457.14283
310.0,501,1458.511826
132.0,501,1459.87249
302.5,501,1461.225138
260.5,501,1462.588913
304.0,501,1463.828914
93.5,501,1465.184406
65.0,501,1466.542436
213.0,501,1467.908085
117.5,501,1469.275041
176.5,501,1470.628386
253.5,501,1471.990703
90.0,501,1473.353354
332.5,501,1474.718478
305.0,501,1476.080101
203.0,501,1477.442277
305.0,501,1478.811501
248.5,501,1480.092114
231.5,501,1481.474726
252.5,501,1482.84041
162.0,501,1484.197536
231.5,501,1485.581418
193.5,501,1486.946481
243.5,501,1488.303424
205.5,501,1489.663144
317.0,501,1491.039721
209.5,501,1492.409896
98.5,501,1493.779228
159.5,501,1495.015615
136.0,501,1496.404157
135.0,501,1497.78171
250.0,501,1499.13878
287.5,501,1500.498868
79.0,501,1501.882721
148.5,501,1503.260083
142.5,501,1504.627096
259.0,501,1505.988874
284.5,501,1507.368592
196.5,501,1508.739122
222.0,501,1510.129312
327.0,501,1511.385648
163.5,501,1512.778212
243.5,501,1514.150275
283.0,501,1515.524437
277.5,501,1516.9022
204.0,501,1518.284404
213.5,501,1519.642681
